iter	RMSE
1511	0.09979874302
1512	0.09979402329
1513	0.09978792709
1514	0.09974642874
1515	0.09973918908
1516	0.09972161329
1517	0.09967979609
1518	0.09964474171
1519	0.09961771725
1520	0.09957631846
1521	0.09955173728
1522	0.09952970255
1523	0.09945188152
1524	0.09942627508
1525	0.09938881454
1526	0.09936739787
1527	0.0993417504
1528	0.09933580456
1529	0.09928979122
1530	0.09923442513
1531	0.0992165851
1532	0.09919166823
1533	0.0991643902
1534	0.09914183431
1535	0.09910016393
1536	0.09906067231
1537	0.09901741699
1538	0.09898146542
1539	0.09892440795
1540	0.09886860471
1541	0.09882491871
1542	0.09880116863
1543	0.09873920476
1544	0.09870495799
1545	0.09865254349
1546	0.09864717978
1547	0.09860332944
1548	0.0985989073
1549	0.09857173273
1550	0.09852986231
1551	0.09850938616
1552	0.09848784859
1553	0.09845788233
1554	0.09845236967
1555	0.09843101751
1556	0.09842614951
1557	0.09839839235
1558	0.09839270244
1559	0.09836019612
1560	0.0983267009
1561	0.09828390949
1562	0.09823095948
1563	0.09820338812
1564	0.09819056968
1565	0.09817404042
1566	0.09811819756
1567	0.09809645481
1568	0.09806359251
1569	0.09802471825
1570	0.09801870293
1571	0.09800301967
1572	0.09798524227
1573	0.09789941739
1574	0.09787658143
1575	0.09785346488
1576	0.09784833637
1577	0.09774951508
1578	0.09769486356
1579	0.0976713525
1580	0.09758446699
1581	0.09754192725
1582	0.09753731706
1583	0.09751535327
1584	0.09750128526
1585	0.09746033682
1586	0.09740780979
1587	0.09738805992
1588	0.09735300034
1589	0.09733368371
1590	0.09728505126
1591	0.09725975426
1592	0.09721826087
1593	0.09716304343
1594	0.09712435474
1595	0.09706308542
1596	0.09705912479
1597	0.09702026844
1598	0.09699518327
1599	0.09696201085
1600	0.09694085479
1601	0.09691841348
1602	0.09685736496
1603	0.0968344668
1604	0.09681572863
1605	0.09678787663
1606	0.09674923872
1607	0.09674477984
1608	0.09670738778
1609	0.09668008094
1610	0.09661060437
1611	0.09660705224
1612	0.09655791266
1613	0.09650772077
1614	0.09648278597
1615	0.09646132727
1616	0.09644448685
1617	0.0963937138
1618	0.0963614672
1619	0.09631321721
1620	0.09627745013
1621	0.09624481255
1622	0.09618061078
1623	0.09613101354
1624	0.09607569025
1625	0.09602136489
1626	0.09599196422
1627	0.0959550228
1628	0.09592770469
1629	0.09591752936
1630	0.0958515681
1631	0.09581084924
1632	0.09577527442
1633	0.09575617153
1634	0.09570842364
1635	0.09570309771
1636	0.09565118266
1637	0.09562863245
1638	0.0955712648
1639	0.09553153776
1640	0.09550980199
1641	0.09546873213
1642	0.09544803609
1643	0.09542071079
1644	0.09538015897
1645	0.09537326637
1646	0.09534397114
1647	0.09530475716
1648	0.09529514476
1649	0.09525805058
1650	0.09522378763
1651	0.09519902573
1652	0.09515901631
1653	0.09514879628
1654	0.09512579072
1655	0.09512216514
1656	0.09510009277
1657	0.09506810267
1658	0.09504896076
1659	0.09501472696
1660	0.09498776641
1661	0.0949420345
1662	0.09488008723
1663	0.09486062674
1664	0.09484178092
1665	0.09483632694
1666	0.09481516979
1667	0.09479555113
1668	0.09479258198
1669	0.09475313261
1670	0.09470310835
1671	0.0946850093
1672	0.0946352038
1673	0.09458666471
1674	0.09454678265
1675	0.0945128108
1676	0.09446847163
1677	0.09445769638
1678	0.09440853878
1679	0.09437824324
1680	0.09435294908
1681	0.09434828077
1682	0.09434469415
1683	0.09433036026
1684	0.09429133514
1685	0.09426355134
1686	0.09422857214
1687	0.09418156902
1688	0.09412650489
1689	0.09412192319
1690	0.09406929352
1691	0.09401918502
1692	0.09400256488
1693	0.09394657093
1694	0.09391094725
1695	0.0938958208
1696	0.09387949436
1697	0.09381710302
1698	0.09375288692
1699	0.09373204207
1700	0.09372849285
1701	0.09365492129
1702	0.09361384653
1703	0.09360888435
1704	0.09359063967
1705	0.09355303745
1706	0.09352332855
1707	0.09350234756
1708	0.09348766757
1709	0.09344268222
1710	0.09342606946
1711	0.09338161762
1712	0.09337809416
1713	0.0933543341
1714	0.09333715103
1715	0.09328448061
1716	0.0932700033
1717	0.09326002215
1718	0.09325539835
1719	0.09323556412
1720	0.09320489006
1721	0.09315661272
1722	0.09314819671
1723	0.09314416857
1724	0.09309178009
1725	0.09305179978
1726	0.09299465204
1727	0.09296578476
1728	0.09292435412
1729	0.09286042648
1730	0.09283731149
1731	0.0928125668
1732	0.09277446392
1733	0.09274160397
1734	0.09269808888
1735	0.09261924226
1736	0.09260269744
1737	0.09259879942
1738	0.09257084413
1739	0.09252470413
1740	0.09252065519
1741	0.09249492956
1742	0.09247987566
1743	0.09246095237
1744	0.09243781829
1745	0.09240702743
1746	0.09240118004
1747	0.0923978572
1748	0.09237375858
1749	0.09237004652
1750	0.09234067532
1751	0.09231051806
1752	0.09225387905
1753	0.09221046551
1754	0.0922072331
1755	0.09218789692
1756	0.09214999335
1757	0.09211482858
1758	0.09209601175
1759	0.0920529364
1760	0.09201648906
1761	0.09200300022
1762	0.09196727686
1763	0.09196306831
1764	0.09195712467
1765	0.09194270554
1766	0.09192836245
1767	0.09190798935
1768	0.09188964286
1769	0.09184730931
1770	0.09184292869
1771	0.09182407964
1772	0.0917861743
1773	0.09174964787
1774	0.09171676239
1775	0.09171183346
1776	0.09169363706
1777	0.09168958398
1778	0.09165775266
1779	0.09160204677
1780	0.09156860955
1781	0.09154133954
1782	0.09150303453
1783	0.09149999164
1784	0.09148463613
1785	0.0914557534
1786	0.09144771314
1787	0.09141955039
1788	0.09139390064
1789	0.09134699069
1790	0.09133288719
1791	0.09129725931
1792	0.09126369364
1793	0.09121269289
1794	0.09111090012
1795	0.09105876815
1796	0.09104597044
1797	0.09102159082
1798	0.09101768844
1799	0.09101398733
1800	0.09097435142
1801	0.09094290973
1802	0.09093872092
1803	0.09092297985
1804	0.09088481444
1805	0.09086011607
1806	0.09082759952
1807	0.09079033991
1808	0.09078746672
1809	0.09074527727
1810	0.09072058201
1811	0.09069485132
1812	0.09069079456
1813	0.09067219958
1814	0.09066941301
1815	0.09062404668
1816	0.09061469562
1817	0.09059496525
1818	0.09056176958
1819	0.09048698757
1820	0.09044721195
1821	0.09043846103
1822	0.09040663203
1823	0.09036185653
1824	0.09033665109
1825	0.09031786583
1826	0.09029687432
1827	0.09028184346
1828	0.09026144207
1829	0.09024628096
1830	0.09020898479
1831	0.09017816345
1832	0.09012544403
1833	0.09011147214
1834	0.09008138137
1835	0.09005680014
1836	0.09003241748
1837	0.09000857675
1838	0.08998404144
1839	0.08991738512
1840	0.08989884919
1841	0.08986808148
1842	0.08983710095
1843	0.08977367198
1844	0.08973023748
1845	0.08969670986
1846	0.08967423798
1847	0.08965748364
1848	0.08962911487
1849	0.08957444058
1850	0.08954023479
1851	0.08952210908
1852	0.08947278326
1853	0.08944486333
1854	0.08943653415
1855	0.08940894755
1856	0.08938575989
1857	0.0893724567
1858	0.08933906135
1859	0.08928170657
1860	0.08925456576
1861	0.08923166058
1862	0.08920313628
1863	0.08917663519
1864	0.08914358905
1865	0.0891267861
1866	0.08909131709
1867	0.08908781825
1868	0.08905506712
1869	0.08903080093
1870	0.08899110204
1871	0.08898838199
1872	0.08895428978
1873	0.08895117346
1874	0.08893138178
1875	0.08890197607
1876	0.08886993181
1877	0.08886666041
1878	0.08881950582
1879	0.0887993568
1880	0.08877500923
1881	0.088720678
1882	0.08866563484
1883	0.08858038834
1884	0.08855551935
1885	0.08854650351
1886	0.08850546451
1887	0.08846004462
1888	0.08844763842
1889	0.08843344625
1890	0.08842516884
1891	0.08840008655
1892	0.08839727664
1893	0.08836683476
1894	0.0883177423
1895	0.08830091821
1896	0.08829500736
1897	0.08828256455
1898	0.08826051953
1899	0.088253427
1900	0.08822657245
1901	0.08820467815
1902	0.08819152915
1903	0.08818825746
1904	0.0881370763
1905	0.08811513796
1906	0.08807947748
1907	0.08806004497
1908	0.08805737594
1909	0.08804454914
1910	0.08803526352
1911	0.08799424989
1912	0.08796251431
1913	0.08794072186
1914	0.08793823829
1915	0.08791431474
1916	0.08788329894
1917	0.08782792468
1918	0.08781155916
1919	0.08778576951
1920	0.08774665966
1921	0.08772193359
1922	0.08771333539
1923	0.08771025938
1924	0.08768013897
1925	0.08767741607
1926	0.08765842339
1927	0.08765430149
1928	0.0876448914
1929	0.08762573917
1930	0.08759652274
1931	0.08757481589
1932	0.08753728569
1933	0.08748138956
1934	0.08744515934
1935	0.08739988017
1936	0.0873764786
1937	0.08737395629
1938	0.08733529667
1939	0.08725968584
1940	0.08722727331
1941	0.08719400137
1942	0.08717548866
1943	0.08714048111
1944	0.08711784485
1945	0.08709957564
1946	0.08708510112
1947	0.08703799502
1948	0.08701666805
1949	0.08700267315
1950	0.0869966191
1951	0.08692897267
1952	0.08689489313
1953	0.08689243447
1954	0.08684883606
1955	0.08682145841
1956	0.08676974089
1957	0.08672659527
1958	0.08670734152
1959	0.0866905872
1960	0.08668195061
1961	0.08667889716
1962	0.08662990978
1963	0.08659362039
1964	0.08656939794
1965	0.08654202541
1966	0.08651167147
1967	0.08650850839
1968	0.08645452702
1969	0.08640903569
1970	0.08638595992
1971	0.08636191273
1972	0.0863305051
1973	0.08631082311
1974	0.0863011287
1975	0.08627631332
1976	0.08624234341
1977	0.08621485055
1978	0.08619581182
1979	0.08616688336
1980	0.08614794894
1981	0.08613756885
1982	0.08608466584
1983	0.08601370031
1984	0.08600963996
1985	0.08598418835
1986	0.08592696901
1987	0.08590827643
1988	0.08590544674
1989	0.08588868927
1990	0.08586545437
1991	0.08584903996
1992	0.08582960179
1993	0.08578111373
1994	0.08577360798
1995	0.08572925516
1996	0.08570229741
1997	0.08569938443
1998	0.08567002702
1999	0.08566177203
