iter	RMSE
132	0.2529422904
133	0.2523251311
134	0.2518406987
135	0.2513983674
136	0.2509521209
137	0.2506521894
138	0.2503844022
139	0.2499848144
140	0.2492912024
141	0.248861913
142	0.2482954684
143	0.2473351674
144	0.2468762555
145	0.2465709083
146	0.2456914634
147	0.2454180076
148	0.2448882624
149	0.2445023987
150	0.2440552074
151	0.2437029888
152	0.2433821256
153	0.2430576348
154	0.2429037949
155	0.2427078497
156	0.2423176149
157	0.2421310688
158	0.241845647
159	0.2415061692
160	0.2407013114
161	0.2399968101
162	0.2399122919
163	0.2393772796
164	0.238927505
165	0.2385401171
166	0.2382536689
167	0.2379936098
168	0.2377350772
169	0.2373263372
170	0.236544671
171	0.2361197959
172	0.2357492435
173	0.2356391415
174	0.2355361715
175	0.2348623465
176	0.2345338255
177	0.2340957328
178	0.2336725913
179	0.2334121025
180	0.2331041926
181	0.2328777552
182	0.2323782144
183	0.2323017243
184	0.2319124276
185	0.2316836891
186	0.2316098912
187	0.2311824487
188	0.2308374533
189	0.2303216297
190	0.2301405615
191	0.2298119784
192	0.2297293888
193	0.2293265273
194	0.2290203336
195	0.2287596621
196	0.2283310392
197	0.2277380907
198	0.2274358022
199	0.2268385281
200	0.2267704472
201	0.2263555572
202	0.2259590563
203	0.2258932662
204	0.2254998006
205	0.2251391104
206	0.2247561797
207	0.2244381602
208	0.2241239765
209	0.2237521516
210	0.2234397296
211	0.2230278384
212	0.222664226
213	0.2223633436
214	0.2221217106
215	0.2218760195
216	0.2218122855
217	0.2215907033
218	0.2212970818
219	0.2207466108
220	0.2205512989
221	0.2203364768
222	0.2200346621
223	0.2197922166
224	0.2196442126
225	0.2193590013
226	0.2191488378
227	0.218918946
228	0.2185457469
229	0.2184736708
230	0.2181530153
231	0.2178990997
232	0.217484134
233	0.2171407394
234	0.2166821173
235	0.2164143382
236	0.2163553214
237	0.2161426898
238	0.2156949162
239	0.2154763696
240	0.2152828575
241	0.2150727428
242	0.2149940559
243	0.2147922751
244	0.2144082176
245	0.21416055
246	0.2139561009
247	0.2136486139
248	0.2134405535
249	0.21301259
250	0.2127202088
251	0.2125136299
252	0.2123207458
253	0.2120367434
254	0.2119000017
255	0.2116567756
256	0.2114243345
257	0.2109775728
258	0.2107952437
259	0.2104960909
260	0.2102056394
261	0.2099064696
262	0.2097534117
263	0.2095263252
264	0.209411309
265	0.2090397555
266	0.2087267757
267	0.2083805751
268	0.2081805511
269	0.2079468349
270	0.2076633568
271	0.2071719288
272	0.2070554749
273	0.2067668816
274	0.206353831
275	0.2060799472
276	0.2058823838
277	0.2056282739
278	0.2055750134
279	0.2050787608
280	0.2048709615
281	0.2044507773
282	0.2041919137
283	0.2041024062
284	0.2039078852
285	0.203679214
286	0.2035052825
287	0.2033388448
288	0.203044303
289	0.2026969649
290	0.2026446386
291	0.2023572922
292	0.2019949249
293	0.2015982106
294	0.2013798234
295	0.2011104496
296	0.2009287527
297	0.2007662987
298	0.2006332141
299	0.2003538833
300	0.2001400178
301	0.1999720877
302	0.1998801297
303	0.1995068289
304	0.199266901
305	0.199217434
306	0.1989525238
307	0.1988210397
308	0.1986434273
309	0.1983552334
310	0.198234761
311	0.1980233605
312	0.1977704918
313	0.1975684504
314	0.197518633
315	0.1974253277
316	0.1970946549
317	0.1969450245
318	0.1966626447
319	0.1965161388
320	0.1962371115
321	0.1959552245
322	0.1959086988
323	0.1957921757
324	0.1955691254
325	0.1953721657
326	0.1950901216
327	0.1949718517
328	0.1947900708
329	0.1944169413
330	0.1942733881
331	0.1941858523
332	0.1939339506
333	0.1938517586
334	0.1937109285
335	0.1935505731
336	0.1934276677
337	0.1932510094
338	0.1930252552
339	0.1928963264
340	0.1926353632
341	0.1923831456
342	0.1921224109
343	0.191556472
344	0.1912857315
345	0.1910605258
346	0.1908185303
347	0.1905708342
348	0.1904177333
349	0.1902744213
350	0.1901941762
351	0.1899411245
352	0.1896236285
353	0.1894992974
354	0.1892758166
355	0.1890209147
356	0.1888041609
357	0.1887598373
358	0.1885653358
359	0.1884477319
360	0.1881397643
361	0.1879984844
362	0.1878756616
363	0.1876958001
364	0.1875803731
365	0.1874857487
366	0.1874270814
367	0.1873846212
368	0.1872592848
369	0.1871123991
370	0.186976306
371	0.1867665848
372	0.1865492506
373	0.1863290644
374	0.1861187424
375	0.1858561967
376	0.1857237943
377	0.1854003138
378	0.1852340629
379	0.1850048205
380	0.1847953459
381	0.1845473382
382	0.1844237521
383	0.1841951519
384	0.1839721068
385	0.1838974583
386	0.1837580178
387	0.1836520626
388	0.1834054756
389	0.1831842561
390	0.1829358627
391	0.1828945374
392	0.1826492065
393	0.1824011889
394	0.1821893512
395	0.1819960573
396	0.1819402177
397	0.1817678722
398	0.1816442748
399	0.1813463374
400	0.1810361646
401	0.1808864023
402	0.1806818914
403	0.1805120459
404	0.1803215745
405	0.1801013686
406	0.1799411543
407	0.1798342402
408	0.1797206387
409	0.1795640822
410	0.1793778073
411	0.1791186644
412	0.1790000359
413	0.1788100462
414	0.1787137591
415	0.178518577
416	0.1782840101
417	0.178118651
418	0.1779991634
419	0.1778484558
420	0.1777041366
421	0.1774650518
422	0.1773739837
423	0.1773344909
424	0.1772272033
425	0.1770644773
426	0.1769500214
427	0.1766574083
428	0.1764775974
429	0.1762878336
430	0.1760885569
431	0.1760499559
432	0.1758526684
433	0.1757865697
434	0.1756726625
435	0.1755545561
436	0.1751151144
437	0.1748564956
438	0.1745949324
439	0.1744957101
440	0.1744586993
441	0.1743701678
442	0.1742222075
443	0.1739703728
444	0.1738800359
445	0.1736902705
446	0.1735289793
447	0.1733599092
448	0.1731739338
449	0.172991807
450	0.17285256
451	0.1727397893
452	0.1726722783
453	0.1724520763
454	0.1723959936
455	0.172360092
456	0.1721621808
457	0.1720113055
458	0.1718744254
459	0.1716122902
460	0.1714495774
461	0.1713075512
462	0.1712046882
463	0.1709909883
464	0.1707929929
465	0.1706245721
466	0.1705226913
467	0.1703887392
468	0.1702961229
469	0.1701422591
470	0.1699729619
471	0.1698326148
472	0.1696317326
473	0.1695490084
474	0.1694033807
475	0.1692328169
476	0.1691977719
477	0.1691641407
478	0.169069596
479	0.1689272533
480	0.168820214
481	0.1687163257
482	0.1685486591
483	0.1684421465
484	0.1683305531
485	0.1682799413
486	0.1681503152
487	0.1680236943
488	0.1678170929
489	0.1677843545
490	0.1676239319
491	0.1675386863
492	0.1674650264
493	0.1673477858
494	0.1672681694
495	0.1670910852
496	0.1668953101
497	0.1668357263
498	0.1667153366
499	0.166516435
500	0.1664633857
501	0.1662558222
502	0.1661081455
503	0.1659833128
504	0.1657891443
505	0.1656237502
506	0.1655917439
507	0.1654015051
508	0.1653705541
509	0.1652026282
510	0.1650455113
511	0.1649036202
512	0.1647848144
513	0.1646377284
514	0.1645255038
515	0.164382305
516	0.1642343618
517	0.1641557051
518	0.1640589008
519	0.1639998888
520	0.1638519953
521	0.1637500522
522	0.1636963489
523	0.1636120954
524	0.1634634353
525	0.1632455359
526	0.1631384531
527	0.1629855504
528	0.1628778376
529	0.1628341041
530	0.1627220698
531	0.1626912664
532	0.1626192982
533	0.1625656422
534	0.1624169931
535	0.1621981517
536	0.1621644782
537	0.1619438921
538	0.1618705391
539	0.1617977016
540	0.1617176394
541	0.1616205581
542	0.1614077623
543	0.1611932232
544	0.1610519015
545	0.1609433409
546	0.1608238025
547	0.1607532834
548	0.1606711771
549	0.1605251111
550	0.1603973272
551	0.1603677562
552	0.1602547324
553	0.1601015223
554	0.1599622104
555	0.1598414925
556	0.1597922595
557	0.1597602685
558	0.1596451064
559	0.1594828678
560	0.1593014842
561	0.1591530146
562	0.1590193434
563	0.1588870634
564	0.1587708547
565	0.1587114605
566	0.1586830709
567	0.1585765009
568	0.1584272183
569	0.1583433245
570	0.1581589372
571	0.1581098236
572	0.1580652666
573	0.1579571701
574	0.1577776013
575	0.1576659531
576	0.1574933238
577	0.1573550937
578	0.1572130879
579	0.1571456248
580	0.1570670672
581	0.1569297344
582	0.1568688051
583	0.1567476069
584	0.1566440545
585	0.1565282083
586	0.1564477168
587	0.1563180545
588	0.1562490049
589	0.1562187001
590	0.1561607508
591	0.1560714746
592	0.1560415727
593	0.1559620664
594	0.1559336649
595	0.1557722201
596	0.1556648624
597	0.1555030114
598	0.1554758033
599	0.1553786768
600	0.1552993674
601	0.1552204677
602	0.1551944193
603	0.1550933469
604	0.1549505417
605	0.1548311124
606	0.1546040554
607	0.1544768944
608	0.1543796598
609	0.1542782599
610	0.1542259514
611	0.1541108684
612	0.153995776
613	0.1537788649
614	0.1537371486
615	0.1537116014
616	0.1535067238
617	0.15339771
618	0.153210254
619	0.1531110607
620	0.1530121749
621	0.1529791212
622	0.1529249094
623	0.1528308294
624	0.152737565
625	0.1527127014
626	0.1526166391
627	0.1525750482
628	0.152510835
629	0.1523622177
630	0.1522940692
631	0.1521737702
632	0.1521401548
633	0.152012703
634	0.1518575006
635	0.1518263558
636	0.1516959296
637	0.151553626
638	0.1513749295
639	0.1512796576
640	0.1512093447
641	0.1511684285
642	0.1510788412
643	0.151055084
644	0.1509399289
645	0.150877895
646	0.1507949538
647	0.1506554536
648	0.1505996951
649	0.1505411068
650	0.1504192589
651	0.150357729
652	0.1502658165
653	0.1500926408
654	0.1499776469
655	0.1499051451
656	0.1497876201
657	0.1496751452
658	0.1495536218
659	0.1493978668
660	0.1492590667
661	0.1491772844
662	0.1490939008
663	0.1489300966
664	0.1487484178
665	0.1487250313
666	0.1486524193
667	0.1485869231
668	0.1485140337
669	0.1483973786
670	0.148350733
671	0.148288028
672	0.1482654832
673	0.1482298125
674	0.1482050823
675	0.1481833365
676	0.1480401322
677	0.1480171019
678	0.1479451922
679	0.1478121173
680	0.1477552248
681	0.1476287279
682	0.1475173681
683	0.1474115659
684	0.1473696316
685	0.1472605373
686	0.1472305344
687	0.1470861275
688	0.1470535584
689	0.1469858771
690	0.1468557014
691	0.1468329969
692	0.1467501842
693	0.1466348494
694	0.1465866276
695	0.1464645736
696	0.1463859505
697	0.1462383436
698	0.146152145
699	0.1460196974
700	0.1459190459
701	0.1458300117
702	0.1457310708
703	0.1456159391
704	0.1454885934
705	0.1454508884
706	0.1454284645
707	0.1453232345
708	0.1453030164
709	0.1451814311
710	0.1450496173
711	0.1449216274
712	0.1448369733
713	0.1447359245
714	0.1446608413
715	0.1445535061
716	0.1445336968
717	0.1444601557
718	0.1443744503
719	0.1443405656
720	0.1442404679
721	0.1440932262
722	0.144066912
723	0.143968137
724	0.143792763
725	0.1437499265
726	0.1437294975
727	0.1435943212
728	0.143575262
729	0.1435133734
730	0.1434044911
731	0.1433850985
732	0.1432943754
733	0.1432627522
734	0.1431505991
735	0.1430823965
736	0.1429937674
737	0.1428746564
738	0.1427620037
739	0.1425605058
740	0.1425397034
741	0.1424822414
742	0.1424624054
743	0.1424220662
744	0.1423164121
745	0.142277253
746	0.1421867793
747	0.1421656573
748	0.1421038049
749	0.1420533044
750	0.1419138283
751	0.1417906954
752	0.1417002937
753	0.141609239
754	0.1414974885
755	0.1414197798
756	0.1413567503
757	0.1413157308
758	0.1412188408
759	0.1411434806
760	0.1411245069
761	0.1410005938
762	0.1408764924
763	0.1407610684
764	0.1406957188
765	0.1406370915
766	0.1406179891
767	0.1405688428
768	0.1404085869
769	0.1403892258
770	0.1403213416
771	0.1402136054
772	0.140136625
773	0.1400734804
774	0.1400218895
775	0.1399850973
776	0.1399286132
777	0.1398227486
778	0.1397296786
779	0.1396559542
780	0.1396157001
781	0.1395348373
782	0.1393841057
783	0.1393605613
784	0.1392781859
785	0.1391183591
786	0.1390429167
787	0.1390238812
788	0.1389758502
789	0.1389124523
790	0.13883363
791	0.1387457023
792	0.1387277916
793	0.138629777
794	0.138616288
795	0.1385716292
796	0.1385253467
797	0.1384084168
798	0.1383415263
799	0.1382186262
800	0.1381259274
801	0.13800622
802	0.1379047198
803	0.1378434959
804	0.13776462
805	0.1377473314
806	0.1377037997
807	0.1376257099
808	0.1376078588
809	0.1375011867
810	0.1373751744
811	0.1373453745
812	0.1373284109
813	0.1371788349
814	0.1371140226
815	0.1370818738
816	0.1369891645
817	0.1368549524
818	0.1367301381
819	0.1366999536
820	0.1365896283
821	0.1364835731
822	0.1363670352
823	0.1362718278
824	0.1361994788
825	0.1361826097
826	0.1360976035
827	0.1359767021
828	0.1358151085
829	0.135722653
830	0.1354510372
831	0.135381724
832	0.1353092563
833	0.1352537824
834	0.135126071
835	0.1350337591
836	0.1349357764
837	0.134906938
838	0.1348371882
839	0.1347263362
840	0.1346259331
841	0.134494023
842	0.1344411897
843	0.1343373105
844	0.1342992705
845	0.1342827763
846	0.1342164173
847	0.1342010096
848	0.134184265
849	0.1340652172
850	0.1339568777
851	0.1338948831
852	0.1338457787
853	0.1337781799
854	0.133671228
855	0.1335593776
856	0.1335056117
857	0.1333440488
858	0.1332739178
859	0.1332324925
860	0.1331911582
861	0.1331194848
862	0.1330255081
863	0.1329016618
864	0.13288623
865	0.1327756509
866	0.1327606746
867	0.1327002815
868	0.1325923045
869	0.1324345098
870	0.1323545775
871	0.1322332073
872	0.1321595326
873	0.1320496962
874	0.131915618
875	0.1318995322
876	0.131846579
877	0.1316221116
878	0.1315513378
879	0.1314856289
880	0.1314376191
881	0.1313741973
882	0.1313031369
883	0.1311547844
884	0.1311034034
885	0.1310133693
886	0.1309390059
887	0.1308161957
888	0.1307464062
889	0.1305889224
890	0.1304685857
891	0.13038741
892	0.1303629666
893	0.1303486285
894	0.1302561491
895	0.1302095254
896	0.1301469178
897	0.1300214329
898	0.1299545899
899	0.1298885814
900	0.1298630745
901	0.1297775361
902	0.1296899424
903	0.1296109728
904	0.1295406385
905	0.1294560242
906	0.1293163959
907	0.1293010309
908	0.1292370137
909	0.1291812244
910	0.1291140032
911	0.1290879066
912	0.1290129384
913	0.1289458716
914	0.1288819278
915	0.1287883029
916	0.128738921
917	0.1286328033
918	0.128571138
919	0.1284842806
920	0.1283488948
921	0.1283337878
922	0.1282127499
923	0.1281669521
924	0.1280471442
925	0.1279682101
926	0.127933334
927	0.1278916903
928	0.127841013
929	0.127749075
930	0.1276581145
931	0.1275751715
932	0.1273744531
933	0.1272411932
934	0.1272262903
935	0.1271556452
936	0.1270628944
937	0.1270196273
938	0.1269082578
939	0.126832862
940	0.1267519662
941	0.1266968156
942	0.1266846387
943	0.1266595431
944	0.1265884195
945	0.1265028361
946	0.1264633712
947	0.1263588387
948	0.1263159127
949	0.1263016567
950	0.126258289
951	0.1261973238
952	0.1261255666
953	0.1260546084
954	0.1260327601
955	0.1260021633
956	0.1259346852
957	0.1258603889
958	0.1258468118
959	0.1257500772
960	0.125687607
961	0.1255995041
962	0.1255501275
963	0.1254871251
964	0.1254401431
965	0.1253569224
966	0.1252413869
967	0.1251493777
968	0.1251262847
969	0.1250642726
970	0.1249750802
971	0.1249629019
972	0.1248986463
973	0.1247780717
974	0.1247386112
975	0.1247251721
976	0.1247128602
977	0.1246583244
978	0.124590926
979	0.1245234327
980	0.1244793967
981	0.1243896781
982	0.1243201034
983	0.1243090893
984	0.1241883212
985	0.1240688741
986	0.1240074736
987	0.1239707582
988	0.1239250693
989	0.1239023217
990	0.1238409157
991	0.1237975898
992	0.1237595084
993	0.1237467482
994	0.1237120048
995	0.1236348161
996	0.1235746209
997	0.1234739629
998	0.1234447073
999	0.1234285524
1000	0.123391083
1001	0.1233682406
1002	0.1233050249
1003	0.1232157406
1004	0.1231782585
1005	0.1230810154
1006	0.1230487996
1007	0.12293871
1008	0.1228925362
1009	0.1227891251
1010	0.1227356634
1011	0.1226062165
1012	0.1225934828
1013	0.1225829079
1014	0.1224426489
1015	0.1223584578
1016	0.1223071294
1017	0.1222022679
1018	0.1221249611
1019	0.1221151647
1020	0.1220236221
1021	0.1220127723
1022	0.1219130067
1023	0.1218111305
1024	0.1217997484
1025	0.12174129
1026	0.1216703641
1027	0.1216539235
1028	0.1215925399
1029	0.1214831105
1030	0.1213913599
1031	0.1213584524
1032	0.1213245596
1033	0.121279721
1034	0.1212162551
1035	0.1211439187
1036	0.1210395468
1037	0.1209197352
1038	0.120826509
1039	0.1207703214
1040	0.1207323982
1041	0.1206910862
1042	0.120656916
1043	0.1206129086
1044	0.1205425258
1045	0.1204578215
1046	0.1203781625
1047	0.1203223475
1048	0.1202735049
1049	0.1202113977
1050	0.1201843759
1051	0.1201724292
1052	0.1201341948
1053	0.1201225801
1054	0.1200375615
1055	0.1199957624
1056	0.119918823
1057	0.1198492227
1058	0.1197825987
1059	0.1197138863
1060	0.1196818785
1061	0.1196710589
1062	0.1195802204
1063	0.1195156219
1064	0.1193726488
1065	0.1193277771
1066	0.1192619082
1067	0.1192145165
1068	0.1191182538
1069	0.1190570055
1070	0.1190130886
1071	0.1189972043
1072	0.1189101075
1073	0.1188730549
1074	0.118740926
1075	0.1186608044
1076	0.1186277522
1077	0.1185746601
1078	0.1184988654
1079	0.1184875394
1080	0.1184730122
1081	0.1183903968
1082	0.1183803807
1083	0.1182923184
1084	0.1182385884
1085	0.1182117265
1086	0.1182010951
1087	0.1181354247
1088	0.1180426845
1089	0.1180116912
1090	0.1179624611
1091	0.1178894991
1092	0.1178105834
1093	0.1177487037
1094	0.1177396169
1095	0.1176622579
1096	0.117653245
1097	0.1176127934
1098	0.1175940782
1099	0.1175323363
1100	0.1175020466
1101	0.1174290114
1102	0.1173712289
1103	0.1172984653
1104	0.1172899934
1105	0.1172807711
1106	0.1171750064
1107	0.1171654949
1108	0.1170587938
1109	0.1170011009
1110	0.1168965187
1111	0.1168417352
1112	0.116806167
1113	0.1167604079
1114	0.1166903527
1115	0.116606124
1116	0.1165052978
1117	0.1164486106
1118	0.1163694657
1119	0.1163146289
1120	0.1162734096
1121	0.1162334546
1122	0.1161963372
1123	0.116163145
1124	0.1161328642
1125	0.1160661817
1126	0.1160060548
1127	0.1159239099
1128	0.115859128
1129	0.1158348246
1130	0.1157804214
1131	0.1157502057
1132	0.1157088488
1133	0.1156275373
1134	0.1155650402
1135	0.1154876422
1136	0.1154590866
1137	0.1154187925
1138	0.1153464392
1139	0.115307274
1140	0.1152487316
1141	0.1152383824
1142	0.1151820129
1143	0.1151189982
1144	0.1151033473
1145	0.1150337567
1146	0.1149704662
1147	0.114933835
1148	0.114915926
1149	0.114840849
1150	0.1147740034
1151	0.1146901977
1152	0.1146801308
1153	0.1146378683
1154	0.1146058652
1155	0.1145741954
1156	0.1145202776
1157	0.114509848
1158	0.1144712861
1159	0.1143957464
1160	0.1143263888
1161	0.114317005
1162	0.1142688507
1163	0.1142493784
1164	0.114184462
1165	0.1141748404
1166	0.1141296724
1167	0.1140892984
1168	0.1140777314
1169	0.114026072
1170	0.1139606788
1171	0.1139519604
1172	0.113944038
1173	0.1138469936
1174	0.1138217898
1175	0.1137735919
1176	0.1137303233
1177	0.1136836542
1178	0.1136264576
1179	0.113577716
1180	0.1135538717
1181	0.1135304773
1182	0.1134713159
1183	0.1133965759
1184	0.1133531009
1185	0.1133097049
1186	0.1132787744
1187	0.1132521065
1188	0.1131853951
1189	0.113175785
1190	0.1131095651
1191	0.1131012298
1192	0.1130447176
1193	0.1130318533
1194	0.1129938556
1195	0.1129416788
1196	0.1128108674
1197	0.1127714424
1198	0.1127201996
1199	0.1126633378
1200	0.112617391
1201	0.1125658454
1202	0.1125563024
1203	0.1125230884
1204	0.1124619767
1205	0.1124185841
1206	0.1123445305
1207	0.1123087947
1208	0.112298365
1209	0.1122639723
1210	0.1122213503
1211	0.1121591796
1212	0.1121518256
1213	0.1121389251
1214	0.1120466553
1215	0.1120077815
1216	0.1119606409
1217	0.1119199706
1218	0.1118753577
1219	0.1118360627
1220	0.1117729055
1221	0.111743017
1222	0.1116979579
1223	0.1116312123
1224	0.1116225535
1225	0.1115813298
1226	0.1115633592
1227	0.111534588
1228	0.1114788501
1229	0.1114703482
1230	0.1114218404
1231	0.1113437515
1232	0.1113088972
1233	0.1112628058
1234	0.1112497126
1235	0.1111842193
1236	0.1110291678
1237	0.1109445599
1238	0.1108894756
1239	0.1108305788
1240	0.1108216035
1241	0.1107618498
1242	0.110725103
1243	0.1107133041
1244	0.1106806242
1245	0.1106709686
1246	0.1106342747
1247	0.1105875834
1248	0.110562506
1249	0.1105166153
1250	0.1104628552
1251	0.1104311096
1252	0.1103874018
1253	0.1103375896
1254	0.1102777915
1255	0.1102694595
1256	0.1102130535
1257	0.1101755988
1258	0.1101669701
1259	0.110113953
1260	0.1100972951
1261	0.1100424089
1262	0.1100140541
1263	0.1099437453
1264	0.1098745264
1265	0.1098154754
1266	0.1097590269
1267	0.1097163295
1268	0.1096179959
1269	0.1095814976
1270	0.1095296815
1271	0.1095193476
1272	0.1094941683
1273	0.109461825
1274	0.1093979905
1275	0.10932842
1276	0.1093205105
1277	0.1092706711
1278	0.1092271167
1279	0.1091963778
1280	0.109145723
1281	0.1091378514
1282	0.1091018178
1283	0.1090769269
1284	0.1090703124
1285	0.1090468134
1286	0.1090104986
1287	0.1089136807
1288	0.1088578528
1289	0.108827593
1290	0.1087884671
1291	0.1087553433
1292	0.1086639637
1293	0.1086319471
1294	0.1085973014
1295	0.1085849094
1296	0.1084457545
1297	0.1084173513
1298	0.1083665345
1299	0.1083290148
1300	0.1082812266
1301	0.1082493494
1302	0.1082164011
1303	0.1081804025
1304	0.1081719354
1305	0.1081384487
1306	0.1080844677
1307	0.1080771265
1308	0.1080352664
1309	0.1079977827
1310	0.1079631211
1311	0.1078330607
1312	0.1077750878
1313	0.1077319065
1314	0.1076473843
1315	0.1076053223
1316	0.10754512
1317	0.1074843093
1318	0.1074297359
1319	0.107383139
1320	0.1073526827
1321	0.1073202972
1322	0.1072839675
1323	0.1072559136
1324	0.1072285401
1325	0.1071198076
1326	0.107064976
1327	0.1070490061
1328	0.1070240177
1329	0.1069554908
1330	0.1069117887
1331	0.1068280715
1332	0.1067897207
1333	0.1067712182
1334	0.1067120584
1335	0.1067039476
1336	0.1066961335
1337	0.1066592932
1338	0.1065949806
1339	0.106562079
1340	0.1064637107
1341	0.1064271997
1342	0.1063857295
1343	0.1063298965
1344	0.1062899578
1345	0.1062743281
1346	0.1062249125
1347	0.1061924161
1348	0.1061300702
1349	0.1061009997
1350	0.1060296263
1351	0.1060105319
1352	0.1059779972
1353	0.1059567556
1354	0.1059497316
1355	0.1058864995
1356	0.1058068911
1357	0.1057310312
1358	0.1057084068
1359	0.1056794106
1360	0.1056678464
1361	0.1056013242
1362	0.1055258482
1363	0.1055196833
1364	0.1054690598
1365	0.105461474
1366	0.1054245172
1367	0.1053989229
1368	0.1053553249
1369	0.1053485383
1370	0.1052644223
1371	0.1052381282
1372	0.1052044271
1373	0.1051610955
1374	0.1051136874
1375	0.1051067649
1376	0.1050769825
1377	0.1050304682
1378	0.1049864186
1379	0.1049531315
1380	0.1049157104
1381	0.1048835638
1382	0.1048578817
1383	0.104811565
1384	0.1047287485
1385	0.1046931789
1386	0.1046579706
1387	0.1046320152
1388	0.1045684768
1389	0.1045455529
1390	0.1045069413
1391	0.1044985902
1392	0.1044859772
1393	0.1044789938
1394	0.1044506806
1395	0.1044256099
1396	0.1044013517
1397	0.1043466569
1398	0.104304216
1399	0.1042414782
1400	0.1041577493
1401	0.1041031001
1402	0.1040784589
1403	0.1039539657
1404	0.1039218678
1405	0.103844536
1406	0.1038228059
1407	0.1038164013
1408	0.1037576693
1409	0.1037086187
1410	0.1036643848
1411	0.1035498735
1412	0.1035423694
1413	0.1034866622
1414	0.1034613706
1415	0.1034273421
1416	0.1033734155
1417	0.1033314649
1418	0.1032268761
1419	0.1032069691
1420	0.1031794387
1421	0.1031383588
1422	0.1031110238
1423	0.1030370743
1424	0.1029853355
1425	0.1029378521
1426	0.1028871964
1427	0.1028210596
1428	0.1028146719
1429	0.1027180192
1430	0.1026433672
1431	0.102598101
1432	0.1025748266
1433	0.1025511955
1434	0.1025256578
1435	0.1025201564
1436	0.1024975371
1437	0.1024783154
1438	0.1024019494
1439	0.1023379188
1440	0.1023017548
1441	0.1022700692
1442	0.1022255999
1443	0.1021757548
1444	0.1021070292
1445	0.1020773371
1446	0.1020176593
1447	0.102006565
1448	0.1019436169
1449	0.1019045608
1450	0.1018215304
1451	0.1018155132
1452	0.1017525632
1453	0.10173066
1454	0.1017238979
1455	0.1017150081
1456	0.1017086143
1457	0.1016735736
1458	0.1016675601
1459	0.1016328479
1460	0.1015925061
1461	0.101528028
1462	0.1015173548
1463	0.1014727869
1464	0.101424781
1465	0.101415789
1466	0.1014099239
1467	0.1013703222
1468	0.1013357398
1469	0.1012793296
1470	0.101263304
1471	0.1012211283
1472	0.1011818983
1473	0.1011754417
1474	0.1011435869
1475	0.1010527835
1476	0.1010116519
1477	0.1009572326
1478	0.1009219294
1479	0.1009169144
1480	0.1008673234
1481	0.1008047873
1482	0.1007362542
1483	0.1006709563
1484	0.100637886
1485	0.100589821
1486	0.1005656363
1487	0.1005224857
1488	0.1005165808
1489	0.100510191
1490	0.1004623685
1491	0.1004367173
1492	0.100430567
1493	0.1004081086
1494	0.1003474392
1495	0.1003296212
1496	0.1003067134
1497	0.1002647112
1498	0.1002253591
1499	0.1002047887
1500	0.1001807942
1501	0.1001409199
1502	0.1000927663
1503	0.1000854672
1504	0.1000238024
1505	0.09999336047
1506	0.09994439061
1507	0.09992865229
1508	0.09989232001
1509	0.09986342828
1510	0.09984320968
